Entry	Identifier	OmekaURL	Entry_Clean_Recon	Wikidata	TextInBrackets	Location_in_index	EntriesID	EntriesIdentifier	SeeAlso	File	Comment	Column 1
M. & S. Cohn OHG, Altenburg	QGJ.v1.Org.01605	https://undusting.org/jewish_sources/s/jewish_sources/item/17942	M. & S. Cohn OHG, Altenburg				5333	QGJ.v1.A0235.I0789.E05410		organizations		M. & S. Cohn OHG, Altenburg 5333
Cohn und Freudenthal (Fa.), Ilmenau	QGJ.v1.Org.01606	https://undusting.org/jewish_sources/s/jewish_sources/item/17943	Cohn und Freudenthal (Fa.), Ilmenau				7460	QGJ.v1.A0260.I0898.E07553		organizations		Cohn und Freudenthal (Fa.), Ilmenau 7460
Commerzbank	QGJ.v1.Org.01607	https://undusting.org/jewish_sources/s/jewish_sources/item/17944	Commerzbank				2983/5	QGJ.v1.A0173.I0540.E03054		organizations		Commerzbank 2983/5
Conference on Jewish Material Claims against GermanyInc.	QGJ.v1.Org.01608	https://undusting.org/jewish_sources/s/jewish_sources/item/17945	Conference on Jewish Material Claims against GermanyInc.				5|122|2900|7200	QGJ.v1.A0003.I0029.E00027|QGJ.v1.A0005.I0044.E00148|QGJ.v1.A0164.I0521.E02967|QGJ.v1.A0248.I0876.E07293		organizations		Conference on Jewish Material Claims against GermanyInc. 5,122,2900, 7200
Jüdischer WeltkongreßDamen-Mäntel-Fabrik Paul de Jonge bzw. Paul Stolle o.H., Gera (vormals Julius Cohn)	QGJ.v1.Org.01609	https://undusting.org/jewish_sources/s/jewish_sources/item/17946	Jüdischer WeltkongreßDamen-Mäntel-Fabrik Paul de Jonge bzw. Paul Stolle o.H., Gera (vormals Julius Cohn)				5498	QGJ.v1.A0238.I0823.E05579	Congrès Juif Mondial	organizations		Jüdischer WeltkongreßDamen-Mäntel-Fabrik Paul de Jonge bzw. Paul Stolle o.H., Gera (vormals Julius Cohn) 5498
Deutschbund, Gotha	QGJ.v1.Org.01610	https://undusting.org/jewish_sources/s/jewish_sources/item/17947	Deutschbund, Gotha				2001	QGJ.v1.A0107.I0327.E02055		organizations		Deutschbund, Gotha 2001
Deutsche Akademie der Naturforscher Leopoldina	QGJ.v1.Org.01611	https://undusting.org/jewish_sources/s/jewish_sources/item/17948	Deutsche Akademie der Naturforscher Leopoldina				2931	QGJ.v1.A0168.I0532.E02998		organizations		Deutsche Akademie der Naturforscher Leopoldina 2931
Deutsche Arbeitsfront (DAF)	QGJ.v1.Org.01612	https://undusting.org/jewish_sources/s/jewish_sources/item/17949	Deutsche Arbeitsfront (DAF)				882|934|2646|2830	QGJ.v1.A0033.I0126.E00924|QGJ.v1.A0033.I0130.E00976|QGJ.v1.A0150.I0447.E02713|QGJ.v1.A0158.I0480.E02897		organizations		Deutsche Arbeitsfront (DAF) 882, 934, 2646,2830
Deutsche Bank	QGJ.v1.Org.01613	https://undusting.org/jewish_sources/s/jewish_sources/item/17950	Deutsche Bank				2128/10|2983/5|2984/6|5309|5310|5314	QGJ.v1.A0109.I0338.E02191|QGJ.v1.A0173.I0540.E03054|QGJ.v1.A0173.I0540.E03060|QGJ.v1.A0235.I0783.E05386|QGJ.v1.A0235.I0783.E05387|QGJ.v1.A0235.I0785.E05391		organizations		Deutsche Bank 2128/10, 2983/5, 2984/6, 5309, 5310, 5314
Deutsche Erneuerungs-Gemeinde	QGJ.v1.Org.01614	https://undusting.org/jewish_sources/s/jewish_sources/item/17951	Deutsche Erneuerungs-Gemeinde				2005	QGJ.v1.A0107.I0327.E02059		organizations		Deutsche Erneuerungs-Gemeinde 2005
Deutsche Hypothekenbank Meiningen	QGJ.v1.Org.01615	https://undusting.org/jewish_sources/s/jewish_sources/item/17952	Deutsche Hypothekenbank Meiningen				5308	QGJ.v1.A0235.I0782.E05385		organizations		Deutsche Hypothekenbank Meiningen 5308
Deutsche Morgenländische Gesellschaft	QGJ.v1.Org.01616	https://undusting.org/jewish_sources/s/jewish_sources/item/17953	Deutsche Morgenländische Gesellschaft				2930	QGJ.v1.A0167.I0531.E02997		organizations		Deutsche Morgenländische Gesellschaft 2930
Deutsche Notenbank Erfurt	QGJ.v1.Org.01617	https://undusting.org/jewish_sources/s/jewish_sources/item/17954	Deutsche Notenbank Erfurt				5312|5313|5314|5315	QGJ.v1.A0235.I0785.E05389|QGJ.v1.A0235.I0785.E05390|QGJ.v1.A0235.I0785.E05391|QGJ.v1.A0235.I0785.E05392		organizations		Deutsche Notenbank Erfurt 5312-5315
Deutsche Reichsbahn	QGJ.v1.Org.01618	https://undusting.org/jewish_sources/s/jewish_sources/item/17955	Deutsche Reichsbahn				1745|1746|1747|6990	QGJ.v1.A0099.I0289.E01801|QGJ.v1.A0098.I0288.E01799|QGJ.v1.A0098.I0288.E01800|QGJ.v1.A0239.I0849.E07071		organizations		Deutsche Reichsbahn 1745-1747,6990
Deutsche Reichsbank	QGJ.v1.Org.01619	https://undusting.org/jewish_sources/s/jewish_sources/item/17956	Deutsche Reichsbank				2983/5	QGJ.v1.A0173.I0540.E03054		organizations		Deutsche Reichsbank 2983/5
Deutsche Stiftung	QGJ.v1.Org.01620	https://undusting.org/jewish_sources/s/jewish_sources/item/17957	Deutsche Stiftung				1/2	QGJ.v1.A0000.E00002		organizations		Deutsche Stiftung 1/2
Deutsche Volkspartei (DVP)	QGJ.v1.Org.01621	https://undusting.org/jewish_sources/s/jewish_sources/item/17958	Deutsche Volkspartei (DVP)				2004	QGJ.v1.A0107.I0327.E02058		organizations		Deutsche Volkspartei (DVP) 2004
Deutscher Antisemitenbund	QGJ.v1.Org.01622	https://undusting.org/jewish_sources/s/jewish_sources/item/17959	Deutscher Antisemitenbund				2084	QGJ.v1.A0108.I0332.E02138		organizations		Deutscher Antisemitenbund 2084
Deutscher Evangelischer Missionsrat	QGJ.v1.Org.01623	https://undusting.org/jewish_sources/s/jewish_sources/item/17960	Deutscher Evangelischer Missionsrat				4708	QGJ.v1.A0230.I0727.E04785		organizations		Deutscher Evangelischer Missionsrat 4708
Deutscher Orden	QGJ.v1.Org.01624	https://undusting.org/jewish_sources/s/jewish_sources/item/17961	Deutscher Orden				3/14	QGJ.v1.A0002.E00024		organizations		Deutscher Orden 3/14
Deutscher Nationalverein	QGJ.v1.Org.01625	https://undusting.org/jewish_sources/s/jewish_sources/item/17962	Deutscher Nationalverein				1/2	QGJ.v1.A0000.E00002		organizations		Deutscher Nationalverein 1/2
Deutscher Volksbund	QGJ.v1.Org.01626	https://undusting.org/jewish_sources/s/jewish_sources/item/17963	Deutscher Volksbund				2002|2004|2007	QGJ.v1.A0107.I0327.E02056|QGJ.v1.A0107.I0327.E02058|QGJ.v1.A0107.I0327.E02061		organizations		Deutscher Volksbund 2002, 2004,2007
Deutsches Komitee pro Palästina	QGJ.v1.Org.01627	https://undusting.org/jewish_sources/s/jewish_sources/item/17964	Deutsches Komitee pro Palästina				1877	QGJ.v1.A0101.I0313.E01932		organizations		Deutsches Komitee pro Palästina 1877
Deutsch-Israelitischer Gemeindebund	QGJ.v1.Org.01628	https://undusting.org/jewish_sources/s/jewish_sources/item/17965	Deutsch-Israelitischer Gemeindebund				94/3|5097|5102	QGJ.v1.A0003.I0043.E00118|QGJ.v1.A0235.I0762.E05174|QGJ.v1.A0235.I0762.E05179		organizations		Deutsch-Israelitischer Gemeindebund 94/3, 5097, 5102
"Deutsch-Jüdischer Wanderbund „Kameraden"""	QGJ.v1.Org.01629	https://undusting.org/jewish_sources/s/jewish_sources/item/17966	"Deutsch-Jüdischer Wanderbund „Kameraden"""				94/3|4487	QGJ.v1.A0003.I0043.E00118|QGJ.v1.A0207.I0673.E04564		organizations		"Deutsch-Jüdischer Wanderbund „Kameraden"" 94/3, 4487"
Deutschnationale Volkspartei (DNVP)	QGJ.v1.Org.01630	https://undusting.org/jewish_sources/s/jewish_sources/item/17967	Deutschnationale Volkspartei (DNVP)				1/2|2002|2003|2007	QGJ.v1.A0000.E00002|QGJ.v1.A0107.I0327.E02056|QGJ.v1.A0107.I0327.E02057|QGJ.v1.A0107.I0327.E02061		organizations		Deutschnationale Volkspartei (DNVP) 1/2, 2002,2003, 2007
Deutschsoziale Partei	QGJ.v1.Org.01631	https://undusting.org/jewish_sources/s/jewish_sources/item/17968	Deutschsoziale Partei				2005|2006	QGJ.v1.A0107.I0327.E02059|QGJ.v1.A0107.I0327.E02060		organizations		Deutschsoziale Partei 2005,2006
Deutsch-sozialer Reform-Verein	QGJ.v1.Org.01632	https://undusting.org/jewish_sources/s/jewish_sources/item/17969	Deutsch-sozialer Reform-Verein				2315|2323	QGJ.v1.A0131.I0384.E02382|QGJ.v1.A0131.I0384.E02390		organizations		Deutsch-sozialer Reform-Verein 2315,2323
Deutschvölkische Buchhandlung	QGJ.v1.Org.01633	https://undusting.org/jewish_sources/s/jewish_sources/item/17970	Deutschvölkische Buchhandlung				2005	QGJ.v1.A0107.I0327.E02059		organizations		Deutschvölkische Buchhandlung 2005
Deutschvölkische Freiheitspartei	QGJ.v1.Org.01634	https://undusting.org/jewish_sources/s/jewish_sources/item/17971	Deutschvölkische Freiheitspartei				2006	QGJ.v1.A0107.I0327.E02060		organizations		Deutschvölkische Freiheitspartei 2006
Deutschvölkischer Schutz- und Trutzbund	QGJ.v1.Org.01635	https://undusting.org/jewish_sources/s/jewish_sources/item/17972	Deutschvölkischer Schutz- und Trutzbund				2004|2009	QGJ.v1.A0107.I0327.E02058|QGJ.v1.A0107.I0327.E02063		organizations		Deutschvölkischer Schutz- und Trutzbund 2004,2009
Distriktrabbinat	QGJ.v1.Org.01636	https://undusting.org/jewish_sources/s/jewish_sources/item/17973	Distriktrabbinat							organizations		Distriktrabbinat
Distriktrabbinat|Ansbach	QGJ.v1.Org.01637	https://undusting.org/jewish_sources/s/jewish_sources/item/17974	Distriktrabbinat|Ansbach				94/2	QGJ.v1.A0003.I0043.E00117		organizations		-Ansbach 94/2
Distriktrabbinat|Baiersdorf	QGJ.v1.Org.01638	https://undusting.org/jewish_sources/s/jewish_sources/item/17975	Distriktrabbinat|Baiersdorf				94/2	QGJ.v1.A0003.I0043.E00117		organizations		- Baiersdorf 94/2
Distriktrabbinat|Burgpreppach	QGJ.v1.Org.01639	https://undusting.org/jewish_sources/s/jewish_sources/item/17976	Distriktrabbinat|Burgpreppach				94/2	QGJ.v1.A0003.I0043.E00117		organizations		- Burgpreppach 94/2
Distriktrabbinat|Kissingen	QGJ.v1.Org.01640	https://undusting.org/jewish_sources/s/jewish_sources/item/17977	Distriktrabbinat|Kissingen				94/2	QGJ.v1.A0003.I0043.E00117		organizations		- Kissingen 94/2
Distriktrabbinat|Schwabach	QGJ.v1.Org.01641	https://undusting.org/jewish_sources/s/jewish_sources/item/17978	Distriktrabbinat|Schwabach				94/2	QGJ.v1.A0003.I0043.E00117		organizations		- Schwabach 94/2
Distriktrabbinat|Schweinfurt	QGJ.v1.Org.01642	https://undusting.org/jewish_sources/s/jewish_sources/item/17979	Distriktrabbinat|Schweinfurt				94/2	QGJ.v1.A0003.I0043.E00117		organizations		- Schweinfurt 94/2
Distriktrabbinat|Sulzburg	QGJ.v1.Org.01643	https://undusting.org/jewish_sources/s/jewish_sources/item/17980	Distriktrabbinat|Sulzburg				94/2	QGJ.v1.A0003.I0043.E00117		organizations		- Sulzburg 94/2
Distriktrabbinat|Würzburg	QGJ.v1.Org.01644	https://undusting.org/jewish_sources/s/jewish_sources/item/17981	Distriktrabbinat|Würzburg				94/2	QGJ.v1.A0003.I0043.E00117		organizations		-Würzburg 94/2
Domstift Brandenburg	QGJ.v1.Org.01645	https://undusting.org/jewish_sources/s/jewish_sources/item/17982	Domstift Brandenburg				1662|1663|1664|1665|1666|1667|1668|1669|1670|1671|1672|1673|1674|1675|1676|1677|1678|1679|1680|1681|1682|1683|1684|1685|1686|1687|1688|1689|1690|1691|1692|1693|1694|1695	QGJ.v1.A0089.I0261.E01710|QGJ.v1.A0089.I0261.E01711|QGJ.v1.A0089.I0262.E01712|QGJ.v1.A0089.I0263.E01713|QGJ.v1.A0089.I0264.E01714|QGJ.v1.A0089.I0265.E01715|QGJ.v1.A0089.I0265.E01716|QGJ.v1.A0089.I0265.E01717|QGJ.v1.A0089.I0265.E01718|QGJ.v1.A0089.I0265.E01719|QGJ.v1.A0089.I0265.E01720|QGJ.v1.A0089.I0266.E01721|QGJ.v1.A0089.I0267.E01722|QGJ.v1.A0089.I0268.E01723|QGJ.v1.A0089.I0269.E01724|QGJ.v1.A0089.I0270.E01725|QGJ.v1.A0089.I0273.E01729|QGJ.v1.A0089.I0273.E01730|QGJ.v1.A0089.I0274.E01731|QGJ.v1.A0089.I0274.E01732|QGJ.v1.A0089.I0275.E01733|QGJ.v1.A0089.I0276.E01734|QGJ.v1.A0089.I0271.E01726|QGJ.v1.A0089.I0272.E01727|QGJ.v1.A0089.I0272.E01728|QGJ.v1.A0089.I0277.E01735|QGJ.v1.A0089.I0278.E01736|QGJ.v1.A0089.I0278.E01737|QGJ.v1.A0089.I0278.E01738|QGJ.v1.A0089.I0278.E01739|QGJ.v1.A0089.I0278.E01740|QGJ.v1.A0089.I0279.E01741|QGJ.v1.A0089.I0280.E01742|QGJ.v1.A0089.I0281.E01743		organizations		Domstift Brandenburg 1662-1695
Dresdner Armenverband	QGJ.v1.Org.01646	https://undusting.org/jewish_sources/s/jewish_sources/item/17983	Dresdner Armenverband				3678	QGJ.v1.A0185.I0588.E03755		organizations		Dresdner Armenverband 3678
Dresdner Bank	QGJ.v1.Org.01647	https://undusting.org/jewish_sources/s/jewish_sources/item/17984	Dresdner Bank				2128/10|2983/5	QGJ.v1.A0109.I0338.E02191|QGJ.v1.A0173.I0540.E03054		organizations		Dresdner Bank 2128/10, 2983/5
Dresdner Kaufmannschaft	QGJ.v1.Org.01648	https://undusting.org/jewish_sources/s/jewish_sources/item/17985	Dresdner Kaufmannschaft				3768|3769|3770	QGJ.v1.A0185.I0607.E03845|QGJ.v1.A0185.I0607.E03846|QGJ.v1.A0185.I0607.E03847		organizations		Dresdner Kaufmannschaft 3768-3770
Ehrlich SC Graetz (Fa.), Berlin	QGJ.v1.Org.01649	https://undusting.org/jewish_sources/s/jewish_sources/item/17986	Ehrlich SC Graetz (Fa.), Berlin				1743/2	QGJ.v1.A0094.I0287.E01796		organizations		Ehrlich SC Graetz (Fa.), Berlin 1743/2
Eichbronner, Ilmenau	QGJ.v1.Org.01650	https://undusting.org/jewish_sources/s/jewish_sources/item/17987	Eichbronner, Ilmenau				7466	QGJ.v1.A0261.I0899.E07559		organizations		Eichbronner, Ilmenau 7466
"Einheitspreisgeschäft „Epege"", Eisenach"	QGJ.v1.Org.01651	https://undusting.org/jewish_sources/s/jewish_sources/item/17988	"Einheitspreisgeschäft „Epege"", Eisenach"				5250	QGJ.v1.A0235.I0772.E05327		organizations		"Einheitspreisgeschäft „Epege"", Eisenach 5250"
Eisenwarenhandlung Reich, Löbau	QGJ.v1.Org.01652	https://undusting.org/jewish_sources/s/jewish_sources/item/17989	Eisenwarenhandlung Reich, Löbau				4402	QGJ.v1.A0200.I0659.E04479		organizations		Eisenwarenhandlung Reich, Löbau 4402
Elgersburger, Feuerzeugfabrik, Elgersburg	QGJ.v1.Org.01653	https://undusting.org/jewish_sources/s/jewish_sources/item/17990	Elgersburger, Feuerzeugfabrik, Elgersburg				7476	QGJ.v1.A0261.I0899.E07569		organizations		Elgersburger, Feuerzeugfabrik, Elgersburg 7476
Engelhardt-Brauerei, Berlin	QGJ.v1.Org.01654	https://undusting.org/jewish_sources/s/jewish_sources/item/17991	Engelhardt-Brauerei, Berlin				1743/2	QGJ.v1.A0094.I0287.E01796		organizations		Engelhardt-Brauerei, Berlin 1743/2
Engewald (Fa.), Chemnitz	QGJ.v1.Org.01655	https://undusting.org/jewish_sources/s/jewish_sources/item/17992	Engewald (Fa.), Chemnitz				3168	QGJ.v1.A0183.I0583.E03245		organizations		Engewald (Fa.), Chemnitz 3168
Ernst-Moritz-Arndt-Universität Greifswald	QGJ.v1.Org.01656	https://undusting.org/jewish_sources/s/jewish_sources/item/17993	Ernst-Moritz-Arndt-Universität Greifswald				1020|1021|1022|1023|1024|1025|1026|1027|1028|1029|1030|1031|1032|1033|1034|1035|1036|1037|1038|1039|1040|1041|1042|1043|1044|1045|1046|1047	QGJ.v1.A0041.I0152.E01062|QGJ.v1.A0041.I0152.E01063|QGJ.v1.A0041.I0152.E01064|QGJ.v1.A0041.I0152.E01065|QGJ.v1.A0041.I0153.E01066|QGJ.v1.A0041.I0153.E01067|QGJ.v1.A0041.I0153.E01068|QGJ.v1.A0041.I0153.E01069|QGJ.v1.A0041.I0153.E01070|QGJ.v1.A0041.I0154.E01076|QGJ.v1.A0041.I0154.E01077|QGJ.v1.A0041.I0154.E01071|QGJ.v1.A0041.I0154.E01072|QGJ.v1.A0041.I0154.E01073|QGJ.v1.A0041.I0154.E01074|QGJ.v1.A0041.I0154.E01075|QGJ.v1.A0041.I0155.E01078|QGJ.v1.A0041.I0156.E01079|QGJ.v1.A0041.I0156.E01080|QGJ.v1.A0041.I0157.E01081|QGJ.v1.A0041.I0157.E01082|QGJ.v1.A0041.I0157.E01083|QGJ.v1.A0041.I0157.E01084|QGJ.v1.A0041.I0158.E01085|QGJ.v1.A0041.I0158.E01086|QGJ.v1.A0041.I0158.E01087|QGJ.v1.A0041.I0158.E01088|QGJ.v1.A0041.I0159.E01089		organizations		Ernst-Moritz-Arndt-Universität Greifswald 1020- 1047
Europäische Union Jüdischer Studenten	QGJ.v1.Org.01657	https://undusting.org/jewish_sources/s/jewish_sources/item/17994	Europäische Union Jüdischer Studenten				91|92|109	QGJ.v1.A0003.I0043.E00113|QGJ.v1.A0003.I0043.E00114|QGJ.v1.A0005.I0044.E00135		organizations		Europäische Union Jüdischer Studenten 91, 92,109
Evangelische Brüder-Unität Herrnhut	QGJ.v1.Org.01658	https://undusting.org/jewish_sources/s/jewish_sources/item/17995	Evangelische Brüder-Unität Herrnhut				4705|4706|4707	QGJ.v1.A0229.I0726.E04782|QGJ.v1.A0229.I0726.E04783|QGJ.v1.A0229.I0726.E04784		organizations		Evangelische Brüder-Unität Herrnhut 4705-4707
Evangelische Kirche in Deutschland (EKD)	QGJ.v1.Org.01659	https://undusting.org/jewish_sources/s/jewish_sources/item/17996	Evangelische Kirche in Deutschland (EKD)				160	QGJ.v1.A0006.I0052.E00186		organizations		Evangelische Kirche in Deutschland (EKD) 160
Evangelische Kirche der Kirchenprovinz Sachsen	QGJ.v1.Org.01660	https://undusting.org/jewish_sources/s/jewish_sources/item/17997	Evangelische Kirche der Kirchenprovinz Sachsen				2958|2959|2960|2961|2962|2963|2964|2965|2966	QGJ.v1.A0171.I0537.E03025|QGJ.v1.A0171.I0538.E03026|QGJ.v1.A0171.I0538.E03027|QGJ.v1.A0171.I0538.E03028|QGJ.v1.A0171.I0538.E03029|QGJ.v1.A0171.I0538.E03030|QGJ.v1.A0171.I0538.E03031|QGJ.v1.A0171.I0538.E03032|QGJ.v1.A0171.I0538.E03033		organizations		Evangelische Kirche der Kirchenprovinz Sachsen 2958- 2966
Evangelische Kirche Magdeburg	QGJ.v1.Org.01661	https://undusting.org/jewish_sources/s/jewish_sources/item/17998	Evangelische Kirche Magdeburg				2959|2960|2961|2962|2963|2964|2965|2966	QGJ.v1.A0171.I0538.E03026|QGJ.v1.A0171.I0538.E03027|QGJ.v1.A0171.I0538.E03028|QGJ.v1.A0171.I0538.E03029|QGJ.v1.A0171.I0538.E03030|QGJ.v1.A0171.I0538.E03031|QGJ.v1.A0171.I0538.E03032|QGJ.v1.A0171.I0538.E03033		organizations		Evangelische Kirche Magdeburg 2959-2966
Evangelische Kirche der Union	QGJ.v1.Org.01662	https://undusting.org/jewish_sources/s/jewish_sources/item/17999	Evangelische Kirche der Union				161	QGJ.v1.A0006.I0053.E00187		organizations		Evangelische Kirche der Union 161
Evangelische Landesgemeinde Brandenburg	QGJ.v1.Org.01663	https://undusting.org/jewish_sources/s/jewish_sources/item/18000	Evangelische Landesgemeinde Brandenburg				1656	QGJ.v1.A0088.I0260.E01704		organizations		Evangelische Landesgemeinde Brandenburg 1656
Evangelische Landeskirche Anhalts	QGJ.v1.Org.01664	https://undusting.org/jewish_sources/s/jewish_sources/item/18001	Evangelische Landeskirche Anhalts				2952|2953|2954|2955|2956|2957	QGJ.v1.A0170.I0534.E03019|QGJ.v1.A0170.I0534.E03020|QGJ.v1.A0170.I0534.E03021|QGJ.v1.A0170.I0534.E03022|QGJ.v1.A0170.I0535.E03023|QGJ.v1.A0170.I0536.E03024		organizations		Evangelische Landeskirche Anhalts 2952-2957
Evangelischer Landeskirchenrat für Anhalt	QGJ.v1.Org.01665	https://undusting.org/jewish_sources/s/jewish_sources/item/18002	Evangelischer Landeskirchenrat für Anhalt				2957	QGJ.v1.A0170.I0536.E03024		organizations		Evangelischer Landeskirchenrat für Anhalt 2957
Evangelisches Konsistorium Magdeburg	QGJ.v1.Org.01666	https://undusting.org/jewish_sources/s/jewish_sources/item/18003	Evangelisches Konsistorium Magdeburg				2882	QGJ.v1.A0164.I0504.E02949		organizations		Evangelisches Konsistorium Magdeburg 2882
Evangelisch-Lutherische Kirche in Thüringen	QGJ.v1.Org.01667	https://undusting.org/jewish_sources/s/jewish_sources/item/18004	Evangelisch-Lutherische Kirche in Thüringen				8010	QGJ.v1.A0293.I0975.E08104		organizations		Evangelisch-Lutherische Kirche in Thüringen 8010
Evangelisch-Lutherischer Zentralverein für Mission unter Israel	QGJ.v1.Org.01668	https://undusting.org/jewish_sources/s/jewish_sources/item/18005	Evangelisch-Lutherischer Zentralverein für Mission unter Israel				4708	QGJ.v1.A0230.I0727.E04785		organizations		Evangelisch-Lutherischer Zentralverein für Mission unter Israel 4708
Evangelisch-Lutherisches Landeskirchenamt Sachsens	QGJ.v1.Org.01669	https://undusting.org/jewish_sources/s/jewish_sources/item/18006	Evangelisch-Lutherisches Landeskirchenamt Sachsens				4689|4690|4691|4692|4693|4694|4695|4696|4697|4698|4699|4700|4701|4702|4703|4704	QGJ.v1.A0228.I0725.E04766|QGJ.v1.A0228.I0725.E04767|QGJ.v1.A0228.I0725.E04768|QGJ.v1.A0228.I0725.E04769|QGJ.v1.A0228.I0725.E04770|QGJ.v1.A0228.I0725.E04771|QGJ.v1.A0228.I0725.E04772|QGJ.v1.A0228.I0725.E04773|QGJ.v1.A0228.I0725.E04774|QGJ.v1.A0228.I0725.E04775|QGJ.v1.A0228.I0725.E04776|QGJ.v1.A0228.I0725.E04777|QGJ.v1.A0228.I0725.E04778|QGJ.v1.A0228.I0725.E04779|QGJ.v1.A0228.I0725.E04780|QGJ.v1.A0228.I0725.E04781		organizations		Evangelisch-Lutherisches Landeskirchenamt Sachsens 4689-4704
Evangelisch-Lutherisches Missionswerk Leipzig	QGJ.v1.Org.01670	https://undusting.org/jewish_sources/s/jewish_sources/item/18007	Evangelisch-Lutherisches Missionswerk Leipzig				4708|4709	QGJ.v1.A0230.I0727.E04785|QGJ.v1.A0230.I0727.E04786		organizations		Evangelisch-Lutherisches Missionswerk Leipzig 4708, 4709
Fabisch (Fa.), Tangermünde	QGJ.v1.Org.01671	https://undusting.org/jewish_sources/s/jewish_sources/item/18008	Fabisch (Fa.), Tangermünde				2787	QGJ.v1.A0156.I0474.E02854		organizations		Fabisch (Fa.), Tangermünde 2787
Filmfabrik Wolfen	QGJ.v1.Org.01672	https://undusting.org/jewish_sources/s/jewish_sources/item/18009	Filmfabrik Wolfen				2901|2902|2903|2904	QGJ.v1.A0165.I0522.E02968|QGJ.v1.A0165.I0522.E02969|QGJ.v1.A0165.I0522.E02970|QGJ.v1.A0165.I0522.E02971		organizations		Filmfabrik Wolfen 2901-2904
Forschungs- und Landesbibliothek Gotha	QGJ.v1.Org.01673	https://undusting.org/jewish_sources/s/jewish_sources/item/18010	Forschungs- und Landesbibliothek Gotha				7987	QGJ.v1.A0287.I0968.E08081		organizations		Forschungs- und Landesbibliothek Gotha 7987
Fortschrittliche Volkspartei	QGJ.v1.Org.01674	https://undusting.org/jewish_sources/s/jewish_sources/item/18011	Fortschrittliche Volkspartei				1/2|1/6	QGJ.v1.A0000.E00002|QGJ.v1.A0000.E00006		organizations		Fortschrittliche Volkspartei 1/2,1/6
Franckesche Stiftung	QGJ.v1.Org.01675	https://undusting.org/jewish_sources/s/jewish_sources/item/18012	Franckesche Stiftung				2932|2933|2934|2935|2936|2937|2938|2939|2940|2941|2942|2943|2944|2945|2946|2947|2948|2949|2950|2951	QGJ.v1.A0168.I0532.E02999|QGJ.v1.A0169.I0533.E03000|QGJ.v1.A0169.I0533.E03001|QGJ.v1.A0169.I0533.E03002|QGJ.v1.A0169.I0533.E03003|QGJ.v1.A0169.I0533.E03004|QGJ.v1.A0169.I0533.E03005|QGJ.v1.A0169.I0533.E03006|QGJ.v1.A0169.I0533.E03007|QGJ.v1.A0169.I0533.E03008|QGJ.v1.A0169.I0533.E03009|QGJ.v1.A0169.I0533.E03010|QGJ.v1.A0169.I0533.E03011|QGJ.v1.A0169.I0533.E03012|QGJ.v1.A0169.I0533.E03013|QGJ.v1.A0169.I0533.E03014|QGJ.v1.A0169.I0533.E03015|QGJ.v1.A0169.I0533.E03016|QGJ.v1.A0169.I0533.E03017|QGJ.v1.A0169.I0533.E03018		organizations		Franckesche Stiftung 2932-2951
Freie Deutsche Jugend (FDJ)	QGJ.v1.Org.01676	https://undusting.org/jewish_sources/s/jewish_sources/item/18013	Freie Deutsche Jugend (FDJ)				30|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92|93	QGJ.v1.A0003.I0033.E00052|QGJ.v1.A0003.I0041.E00096|QGJ.v1.A0003.I0041.E00097|QGJ.v1.A0003.I0041.E00098|QGJ.v1.A0003.I0041.E00099|QGJ.v1.A0003.I0041.E00100|QGJ.v1.A0003.I0041.E00101|QGJ.v1.A0003.I0041.E00102|QGJ.v1.A0003.I0042.E00103|QGJ.v1.A0003.I0042.E00104|QGJ.v1.A0003.I0042.E00105|QGJ.v1.A0003.I0043.E00106|QGJ.v1.A0003.I0043.E00107|QGJ.v1.A0003.I0043.E00108|QGJ.v1.A0003.I0043.E00109|QGJ.v1.A0003.I0043.E00110|QGJ.v1.A0003.I0043.E00111|QGJ.v1.A0003.I0043.E00112|QGJ.v1.A0003.I0043.E00113|QGJ.v1.A0003.I0043.E00114|QGJ.v1.A0003.I0043.E00115		organizations		Freie Deutsche Jugend (FDJ) 30, 74-93
